depth	min95%	max95%	best	accrate
533	10392	10879	10564	37.83
534	10425	10923	10602	37.83
535	10458	10967	10640	37.83
536	10494	11012	10677	37.83
537	10528	11055	10715	26.88
538	10566	11065	10742	26.88
539	10602	11077	10769	26.88
540	10637	11088	10796	26.88
541	10672	11099	10823	26.88
542	10705	11113	10850	26.88
543	10737	11125	10877	26.88
544	10770	11141	10903	26.88
545	10798	11157	10930	26.88
546	10829	11171	10957	26.88
547	10856	11188	10984	26.88
548	10886	11209	11011	26.88
549	10913	11233	11038	26.88
550	10943	11257	11065	26.88
551	10971	11291	11092	26.88
552	10998	11323	11118	26.88
553	11025	11359	11145	26.88
554	11052	11399	11172	26.88
555	11079	11430	11199	26.88
556	11106	11473	11226	26.88
557	11131	11516	11253	26.88
558	11157	11557	11280	26.88
559	11177	11598	11307	39.24
560	11218	11634	11346	39.24
561	11258	11671	11385	39.24
562	11297	11708	11424	39.24
563	11338	11744	11464	39.24
564	11379	11781	11503	39.24
565	11420	11817	11542	39.24
566	11460	11854	11581	39.24
567	11499	11891	11621	39.24
568	11539	11927	11660	39.24
569	11579	11965	11699	39.24
570	11619	12002	11738	39.24
571	11659	12040	11778	39.24
572	11698	12077	11817	39.24
573	11737	12114	11856	39.24
574	11777	12150	11895	39.24
575	11817	12187	11934	39.24
576	11857	12225	11974	39.24
577	11896	12263	12013	39.24
578	11936	12301	12052	39.24
579	11975	12338	12091	39.24
580	12017	12375	12131	39.24
581	12057	12411	12170	39.24
582	12096	12448	12209	39.24
583	12135	12485	12248	39.24
584	12174	12523	12288	39.24
585	12213	12561	12327	39.24
586	12252	12598	12366	39.24
587	12292	12635	12405	39.24
588	12331	12673	12445	39.24
589	12370	12710	12484	39.24
590	12410	12748	12523	39.24
591	12451	12786	12562	39.24
592	12491	12823	12602	39.24
593	12530	12861	12641	39.24
594	12568	12898	12680	39.24
595	12607	12936	12719	39.24
596	12647	12973	12759	39.24
597	12688	13010	12798	39.24
598	12726	13048	12837	39.24
599	12765	13085	12876	39.24
600	12804	13122	12916	39.24
601	12843	13160	12955	39.24
602	12882	13196	12994	39.24
603	12921	13232	13033	39.24
604	12959	13269	13073	39.24
605	12998	13305	13112	39.24
606	13037	13343	13151	39.24
607	13077	13381	13190	39.24
608	13116	13418	13230	39.24
609	13154	13456	13269	39.24
610	13193	13494	13308	39.24
611	13231	13532	13347	39.24
612	13269	13569	13386	39.24
613	13308	13607	13426	39.24
614	13346	13645	13465	39.24
615	13386	13683	13504	39.24
616	13423	13722	13543	39.24
617	13461	13759	13583	39.24
618	13500	13797	13622	39.24
619	13538	13835	13661	39.24
620	13577	13873	13700	39.24
621	13616	13910	13740	39.24
622	13653	13948	13779	39.24
623	13692	13986	13818	39.24
624	13731	14025	13857	39.24
625	13770	14063	13897	39.24
626	13809	14101	13936	39.24
627	13847	14139	13975	39.24
628	13886	14177	14014	39.24
629	13924	14216	14054	39.24
630	13963	14253	14093	39.24
631	14003	14290	14132	39.24
